marital status,age,gender,rooms,hobbies,alcoholic,annual_income,fav_color,other_props,work_hours,avg_energy,other_cities,office_distance,ethnicity,devotional,ed_qualification,expenses,genre,nature_lover,high_raise_apt,sports,texture,outing
widow,55,unspecified,1,traveling,no,277431,brown,2,5,2672,gandhinagar,4,malayalam,yes,9,22,cover,no,yes,virtual,hard,yes
married,30,unspecified,2,traveling,no,131480,red,2,0,2733,jaipur,15,tamil,yes,16,3,folk,no,no,outdoor,fluffy,yes
unmarried,8,female,3,cooking,yes,8973395,brown,1,8,853,srinagar,6,hindi,yes,24,6,hiphop,yes,yes,indoor,hard,no
unmarried,18,female,2,dancing,no,6683746,blue,1,10,3979,itanagar,20,malayalam,yes,24,14,folk,no,no,virtual,silky,yes
divorced,52,female,1,dancing,no,4983019,pink,2,4,1047,hyderbad,15,telugu,no,14,30,folk,no,yes,outdoor,hard,not so often
married,30,male,4,singing,no,336197,grey,2,8,1932,gandhinagar,15,telugu,yes,14,33,folk,no,yes,indoor,hard,no
married,39,male,3,singing,yes,589089,orange,2,8,884,shimla,9,hindi,yes,0,12,hiphop,no,no,outdoor,fluffy,yes
married,14,male,2,singing,yes,277431,purple,1,4,884,itanagar,5,malayalam,yes,13,1,mashups,no,no,virtual,soft,yes
married,16,female,2,sports,no,657054,grey,1,1,2299,chennai,15,telugu,yes,6,19,soft,no,yes,augmented,fluffy,not so often
married,42,male,2,sports,yes,5797253,grey,8,12,2048,gandhinagar,1,punjabi,yes,17,10,jaaz,no,no,augmented,matte,no
unmarried,13,female,2,sleeping,yes,588503,blue,4,3,407,shimla,1,tamil,no,12,11,pop,no,yes,virtual,matte,yes
widow,30,female,2,acting,yes,309195,blue,2,5,306,vijayawada,5,kannada,no,17,10,soft,yes,no,augmented,matte,yes
married,57,male,1,acting,yes,112202,black,1,9,3832,chandigarh,4,punjabi,yes,14,14,mashups,yes,yes,virtual,soft,not so often
unmarried,16,male,2,dancing,no,7850318,purple,1,5,3467,itanagar,3,hindi,no,6,31,metallic,no,yes,indoor,hard,not so often
widow,8,male,3,cooking,no,3832751,black,1,10,2305,gandhinagar,21,malayalam,yes,1,27,metallic,no,no,virtual,matte,yes
unmarried,60,female,3,dancing,no,1079127,blue,1,10,2389,gangtok,10,bengali,no,16,6,metallic,yes,no,augmented,soft,no
widow,52,male,3,cooking,yes,680555,white,2,1,306,chennai,7,malayalam,no,0,26,pop,no,no,augmented,matte,not so often
unmarried,35,female,3,traveling,yes,8017090,orange,2,6,632,chennai,17,telugu,yes,18,17,jaaz,yes,no,indoor,soft,yes
married,43,unspecified,2,watching,yes,257205,black,4,5,673,vijayawada,10,kannada,yes,23,10,metallic,no,yes,outdoor,soft,not so often
married,46,female,1,acting,no,6394389,purple,4,5,2375,delhi,6,marathi,yes,17,28,soft,no,yes,outdoor,silky,yes
unmarried,30,female,1,reading,no,1460818,white,2,6,521,chennai,16,hindi,yes,15,23,mashups,no,no,outdoor,matte,yes
married,6,male,2,sleeping,yes,3350881,pink,1,10,2202,itanagar,4,punjabi,no,14,2,romantic,yes,no,virtual,hard,not so often
divorced,33,female,1,acting,yes,403987,pink,2,10,407,chandigarh,9,marathi,yes,13,10,jaaz,no,yes,virtual,hard,no
married,11,unspecified,2,volunteering,yes,3350881,green,2,4,2160,lucknow,4,marathi,no,14,7,hiphop,yes,yes,virtual,silky,no
unmarried,60,male,2,volunteering,no,4823265,blue,2,12,2389,chandigarh,3,telugu,no,12,3,mashups,no,no,virtual,silky,yes
widow,21,unspecified,3,sleeping,yes,4823265,white,2,4,2768,raipur,3,tamil,no,14,30,jaaz,no,no,outdoor,silky,no
divorced,36,male,2,sports,yes,657054,orange,3,8,1166,chandigarh,8,telugu,yes,15,18,jaaz,no,no,outdoor,hard,yes
married,36,female,1,dancing,yes,938438,orange,2,0,2831,agartala,1,punjabi,no,10,1,soft,yes,yes,outdoor,hard,no
divorced,41,female,3,singing,yes,5797253,brown,8,6,2831,gandhinagar,6,kannada,yes,15,11,romantic,no,no,augmented,silky,not so often
married,32,male,2,dancing,yes,3350881,blue,4,5,875,agartala,4,telugu,no,0,19,cover,no,no,indoor,silky,not so often
widow,20,female,2,singing,yes,680555,black,2,8,883,gandhinagar,15,hindi,no,4,27,hiphop,no,no,augmented,hard,not so often
married,34,male,2,singing,no,1884102,orange,1,8,1825,gandhinagar,28,hindi,yes,14,6,jaaz,no,yes,outdoor,fluffy,yes
married,33,male,2,sports,no,891648,brown,2,8,3912,lucknow,18,hindi,no,8,10,jaaz,yes,yes,outdoor,silky,not so often
married,56,female,3,sports,yes,3046609,pink,2,9,1047,srinagar,4,hindi,no,20,30,rock,yes,yes,indoor,soft,not so often
unmarried,43,male,3,traveling,yes,1360106,white,2,9,379,bhopal,14,marathi,no,15,19,soft,no,no,indoor,hard,not so often
divorced,6,male,3,singing,no,556724,grey,2,4,519,lucknow,20,kannada,no,3,23,pop,no,no,outdoor,hard,yes
married,15,male,3,reading,no,1079127,brown,2,10,337,chandigarh,16,kannada,yes,14,14,jaaz,no,no,augmented,hard,yes
married,17,male,2,singing,yes,556724,orange,2,1,897,bangalore,15,malayalam,yes,5,17,romantic,yes,yes,virtual,soft,no
married,20,female,4,sleeping,yes,1069422,pink,2,8,1902,itanagar,7,marathi,no,13,29,soft,yes,no,augmented,silky,not so often
married,6,male,2,watching,yes,8596595,grey,4,8,1552,bhubaneswar,14,kannada,yes,14,25,pop,no,yes,outdoor,soft,yes
divorced,52,male,2,dancing,yes,3017170,blue,1,10,407,kohima,1,malayalam,no,13,12,folk,yes,yes,outdoor,matte,no
married,5,female,1,traveling,no,7850318,green,3,10,2305,lucknow,7,marathi,yes,17,33,soft,no,no,virtual,soft,not so often
married,30,female,3,traveling,yes,505020,purple,2,4,2334,gandhinagar,4,kannada,no,13,8,metallic,no,yes,virtual,matte,yes
widow,55,male,1,dancing,no,8273815,yellow,2,10,1542,gangtok,8,punjabi,no,6,8,rock,yes,yes,outdoor,soft,not so often
unmarried,14,male,3,reading,no,574390,yellow,1,10,3214,ranchi,8,punjabi,yes,15,12,jaaz,yes,yes,indoor,soft,yes
divorced,27,male,3,watching,no,336197,grey,1,6,3467,bhubaneswar,20,tamil,yes,14,3,pop,no,yes,outdoor,fluffy,not so often
married,14,female,1,traveling,no,9525596,pink,1,9,355,mumbai,16,malayalam,yes,23,10,jaaz,no,no,augmented,fluffy,yes
unmarried,27,female,1,cooking,yes,215870,pink,2,7,2672,panaji,10,bengali,yes,22,29,rock,yes,yes,indoor,matte,not so often
widow,17,female,1,watching,yes,2208382,orange,3,5,1355,gandhinagar,16,bengali,yes,20,3,metallic,no,yes,augmented,fluffy,yes
married,41,female,2,sleeping,yes,837270,grey,4,10,1682,bangalore,15,punjabi,yes,17,14,metallic,yes,no,outdoor,soft,no
married,18,female,3,volunteering,yes,910711,brown,2,8,831,dehradun,3,hindi,yes,8,40,rock,yes,no,virtual,hard,no
married,27,female,1,dancing,no,6683746,pink,2,4,337,shimla,7,hindi,yes,12,3,romantic,no,no,indoor,matte,not so often
widow,18,female,2,sleeping,no,3046609,black,1,5,395,kohima,6,malayalam,yes,16,3,mashups,no,no,virtual,soft,no
divorced,26,male,3,cooking,yes,8543553,orange,1,10,689,ranchi,7,punjabi,yes,6,29,soft,yes,no,indoor,fluffy,no
unmarried,11,male,3,dancing,no,680555,brown,2,5,3139,jaipur,1,tamil,yes,16,10,cover,yes,yes,indoor,fluffy,no
married,6,female,1,traveling,yes,2462054,brown,1,11,963,shillong,10,tamil,yes,12,10,pop,yes,yes,virtual,silky,no
married,20,female,2,singing,no,893732,black,4,6,355,bangalore,29,hindi,yes,12,3,mashups,no,yes,indoor,fluffy,no
unmarried,42,male,1,reading,no,584486,grey,2,8,263,bangalore,10,kannada,yes,24,9,folk,yes,no,indoor,fluffy,no
widow,8,male,2,watching,no,6941819,brown,2,7,396,jammu,17,marathi,yes,13,10,mashups,yes,no,augmented,fluffy,no
unmarried,41,male,1,cooking,yes,652739,white,2,6,3214,jaipur,10,bengali,yes,23,17,hiphop,no,yes,augmented,silky,yes
married,59,female,1,sports,no,8543553,orange,2,10,845,gandhinagar,7,kannada,yes,15,28,mashups,no,no,outdoor,hard,no
married,23,male,2,watching,no,949312,yellow,3,12,533,panaji,10,punjabi,yes,13,1,mashups,yes,yes,virtual,hard,not so often
unmarried,15,male,2,reading,yes,1563723,green,2,0,2551,raipur,1,kannada,no,9,17,romantic,yes,yes,indoor,soft,yes
married,17,female,2,traveling,no,987529,blue,1,8,1219,shimla,4,hindi,yes,24,10,hiphop,yes,yes,outdoor,hard,not so often
married,59,female,2,singing,yes,8017090,purple,2,10,2733,kolkata,1,malayalam,no,17,18,pop,no,yes,outdoor,fluffy,yes
married,22,male,2,acting,no,2338408,brown,8,10,3912,vijayawada,1,malayalam,no,18,6,cover,no,yes,virtual,fluffy,yes
married,24,male,1,acting,no,4492854,red,2,10,306,itanagar,3,punjabi,yes,13,13,metallic,no,no,virtual,soft,yes
unmarried,26,male,2,sleeping,yes,4983019,pink,8,1,2573,dispur,20,telugu,yes,14,19,soft,yes,yes,virtual,soft,not so often
married,24,male,3,sleeping,no,8596595,grey,1,4,1718,ranchi,29,malayalam,yes,17,17,romantic,yes,yes,augmented,fluffy,yes
divorced,7,male,4,dancing,no,837270,grey,2,5,897,bangalore,5,marathi,yes,16,12,rock,yes,yes,virtual,soft,no
widow,51,male,3,acting,no,5321373,yellow,1,5,1987,ranchi,3,bengali,yes,14,18,mashups,no,yes,virtual,fluffy,not so often
divorced,53,male,4,watching,no,9258371,green,2,9,831,bhubaneswar,4,telugu,yes,11,7,jaaz,no,yes,indoor,silky,yes
married,6,male,2,singing,yes,588503,pink,4,11,2375,dehradun,10,bengali,no,14,19,folk,no,yes,virtual,silky,not so often
married,59,male,2,acting,no,5381784,black,2,5,2832,itanagar,9,punjabi,yes,15,10,romantic,no,no,augmented,hard,no
divorced,7,unspecified,1,volunteering,yes,336197,blue,1,10,519,hyderbad,10,hindi,no,14,8,mashups,no,yes,outdoor,silky,yes
unmarried,30,female,2,traveling,no,6683746,black,4,5,1244,bhopal,23,marathi,yes,18,40,romantic,no,no,indoor,soft,yes
unmarried,39,female,2,traveling,yes,428343,purple,2,8,3467,mumbai,14,marathi,yes,18,3,folk,yes,no,outdoor,soft,yes
unmarried,35,male,3,reading,no,7850318,blue,2,8,2551,jaipur,14,malayalam,no,13,28,cover,no,yes,indoor,fluffy,no
married,19,male,2,watching,no,6251352,purple,1,7,2048,dehradun,20,telugu,yes,12,13,mashups,yes,no,augmented,silky,yes
widow,46,male,2,dancing,yes,1069422,blue,4,8,407,shimla,14,kannada,yes,15,10,mashups,no,yes,virtual,matte,not so often
unmarried,18,female,3,volunteering,no,111985,orange,1,10,407,mumbai,10,marathi,no,11,13,folk,no,yes,augmented,hard,not so often
married,11,female,3,reading,no,837270,brown,2,4,2573,srinagar,5,punjabi,yes,11,28,rock,yes,yes,virtual,hard,no
unmarried,24,male,2,dancing,no,571428,pink,1,8,2672,chandigarh,10,malayalam,yes,18,10,rock,no,yes,indoor,soft,no
divorced,27,female,2,acting,no,851246,pink,1,3,768,dispur,13,hindi,yes,14,23,romantic,no,no,outdoor,hard,no
married,42,female,1,acting,no,7508875,pink,2,5,3979,mumbai,10,malayalam,no,6,8,metallic,yes,yes,virtual,matte,yes
married,20,female,4,watching,yes,215870,pink,2,6,883,chandigarh,11,tamil,yes,17,23,soft,yes,yes,virtual,matte,not so often
unmarried,41,female,1,volunteering,no,2338408,brown,3,11,853,dehradun,2,malayalam,no,14,40,soft,no,yes,outdoor,soft,yes
unmarried,29,male,3,volunteering,no,5330846,white,1,5,3912,chennai,2,punjabi,yes,14,17,hiphop,no,yes,indoor,fluffy,no
married,13,male,3,sleeping,yes,3046609,black,1,5,2551,aizawl,8,kannada,yes,10,2,romantic,no,yes,augmented,matte,no
married,56,male,3,singing,no,967908,yellow,2,8,3214,thiruvananthapuram,28,punjabi,yes,14,7,folk,no,no,virtual,hard,yes
unmarried,20,male,3,traveling,yes,5330846,black,2,5,689,ranchi,6,tamil,yes,20,8,folk,yes,yes,indoor,soft,no
married,60,unspecified,1,sports,yes,3832751,grey,2,8,519,itanagar,15,punjabi,yes,12,22,metallic,no,no,indoor,hard,not so often
married,11,male,1,cooking,yes,3832751,purple,2,10,1552,hyderbad,3,bengali,yes,12,20,soft,no,yes,virtual,silky,no
unmarried,34,male,2,sports,yes,8596595,red,2,9,1758,vijayawada,23,hindi,yes,13,18,cover,no,no,outdoor,soft,no
widow,30,female,3,volunteering,yes,891648,black,2,5,1682,bhopal,6,tamil,no,22,14,rock,no,yes,outdoor,matte,no
married,11,female,3,dancing,yes,862365,pink,2,9,689,mumbai,13,tamil,no,14,17,romantic,no,yes,indoor,hard,no
married,60,male,3,singing,no,8596595,yellow,2,8,632,dehradun,23,tamil,no,11,18,romantic,no,yes,augmented,hard,not so often
married,27,male,2,sports,yes,1360106,yellow,3,9,1902,jaipur,2,hindi,yes,3,26,jaaz,no,yes,augmented,hard,not so often
married,14,male,2,singing,yes,131480,grey,2,8,2551,jaipur,14,tamil,yes,7,27,mashups,no,no,outdoor,silky,yes
divorced,31,female,3,traveling,yes,111985,black,2,10,2160,gandhinagar,10,bengali,yes,12,4,romantic,no,no,indoor,silky,no
unmarried,18,female,2,acting,no,5797253,brown,3,0,1355,bangalore,15,punjabi,no,5,13,hiphop,no,no,outdoor,hard,not so often
married,24,male,1,reading,yes,5381784,green,2,10,1516,bangalore,5,telugu,yes,21,8,rock,no,no,augmented,silky,not so often
married,7,female,4,sports,no,2074427,blue,1,9,1767,itanagar,3,telugu,yes,21,23,folk,no,no,augmented,matte,not so often
divorced,44,male,2,sleeping,no,2462054,blue,2,12,2305,itanagar,9,hindi,yes,14,3,rock,no,no,augmented,silky,not so often
widow,12,male,3,reading,yes,436464,white,2,7,1932,kolkata,1,kannada,no,6,10,jaaz,yes,no,augmented,hard,no
widow,5,male,1,watching,yes,738824,grey,1,5,379,mumbai,8,malayalam,no,13,20,cover,no,no,outdoor,matte,no
unmarried,7,female,1,cooking,yes,8348261,pink,2,12,396,ranchi,4,tamil,yes,1,22,cover,yes,no,augmented,matte,yes
unmarried,73,unspecified,3,dancing,no,428343,brown,1,9,1869,ranchi,15,bengali,yes,12,6,jaaz,yes,no,augmented,hard,no
married,12,male,1,reading,yes,257205,red,2,11,2558,patna,15,marathi,yes,4,20,cover,no,yes,indoor,silky,yes
married,59,male,2,volunteering,no,2462054,yellow,2,10,632,hyderbad,11,malayalam,no,14,23,folk,no,yes,virtual,matte,not so often
unmarried,52,male,3,dancing,no,5381784,brown,8,0,2048,dispur,8,punjabi,yes,23,2,romantic,no,yes,outdoor,soft,not so often
unmarried,36,male,2,singing,no,505020,red,2,10,883,dispur,14,telugu,yes,8,38,mashups,no,no,augmented,fluffy,not so often
married,23,male,4,singing,yes,891648,red,2,12,1355,mumbai,8,kannada,yes,14,31,mashups,yes,no,augmented,silky,no
married,52,male,2,reading,yes,967908,orange,2,9,2690,raipur,17,tamil,yes,12,10,metallic,yes,yes,outdoor,soft,yes
unmarried,30,male,3,acting,no,7135245,black,2,6,1507,agartala,8,hindi,yes,13,10,cover,no,no,indoor,hard,no
widow,30,female,1,singing,yes,716230,grey,1,0,3214,mumbai,16,bengali,yes,14,20,soft,yes,yes,virtual,matte,yes
married,42,unspecified,3,watching,yes,588503,black,2,10,2672,srinagar,15,malayalam,yes,14,20,romantic,yes,yes,virtual,silky,yes
unmarried,27,female,1,singing,yes,112202,grey,4,2,1718,hyderbad,17,bengali,yes,11,23,romantic,yes,yes,outdoor,fluffy,yes
married,60,female,2,sports,yes,754169,brown,2,10,1394,gandhinagar,6,punjabi,yes,14,28,rock,no,no,augmented,soft,not so often
married,25,male,2,reading,no,9525596,orange,4,9,1542,chandigarh,7,kannada,yes,0,40,jaaz,no,no,augmented,hard,not so often
married,35,male,1,acting,yes,399312,purple,1,9,2832,dehradun,3,telugu,yes,10,25,soft,no,no,virtual,soft,not so often
unmarried,20,female,2,reading,no,214791,orange,3,10,602,agartala,4,tamil,no,4,9,cover,no,yes,outdoor,hard,not so often
married,7,male,1,dancing,yes,150237,purple,2,12,845,patna,10,hindi,no,21,18,romantic,yes,no,indoor,silky,not so often
divorced,52,female,1,reading,no,257205,yellow,1,6,1507,bhubaneswar,10,tamil,no,5,15,mashups,no,no,outdoor,hard,yes
married,19,male,2,reading,yes,403987,orange,2,5,370,bhubaneswar,21,hindi,no,15,10,mashups,yes,yes,outdoor,hard,yes
divorced,31,male,3,volunteering,no,588503,purple,1,10,3972,chennai,10,bengali,yes,12,12,cover,yes,no,augmented,silky,yes
married,16,male,3,acting,no,6683746,orange,1,9,2831,lucknow,1,punjabi,yes,0,3,cover,yes,no,indoor,soft,yes
unmarried,15,male,2,cooking,no,980184,green,1,4,3139,ranchi,8,malayalam,no,6,8,rock,no,no,virtual,fluffy,not so often
unmarried,14,male,2,cooking,no,505020,orange,1,10,3467,lucknow,18,kannada,yes,14,28,folk,yes,yes,virtual,silky,yes
divorced,22,female,2,singing,yes,571428,red,2,8,1767,delhi,1,marathi,yes,11,22,mashups,yes,no,virtual,fluffy,no
married,29,male,3,watching,yes,851246,purple,3,4,1987,shimla,8,punjabi,yes,3,40,metallic,yes,yes,virtual,matte,yes
unmarried,19,male,1,watching,yes,680555,green,1,5,2832,srinagar,2,hindi,yes,13,8,folk,yes,no,outdoor,soft,not so often
married,62,female,3,traveling,yes,335973,green,2,8,2831,dehradun,6,telugu,yes,24,11,soft,yes,yes,outdoor,hard,no
married,53,female,1,acting,no,3832751,orange,2,5,3832,khammam,13,punjabi,yes,12,34,folk,yes,yes,virtual,matte,no
unmarried,51,male,2,singing,yes,218690,black,1,8,897,panaji,1,malayalam,yes,22,22,cover,yes,yes,augmented,matte,no
married,60,male,2,dancing,no,1079127,yellow,1,9,921,dispur,5,bengali,yes,15,33,mashups,no,no,virtual,soft,yes
unmarried,27,male,3,watching,yes,8973395,brown,4,5,853,delhi,1,marathi,yes,8,29,romantic,no,no,outdoor,hard,no
unmarried,8,female,1,volunteering,no,1884102,red,2,12,1987,chandigarh,8,hindi,yes,14,21,rock,yes,no,outdoor,matte,no
unmarried,16,female,2,reading,yes,215870,yellow,1,4,3832,ranchi,6,bengali,yes,13,26,folk,yes,yes,augmented,silky,yes
married,72,female,1,watching,no,4648178,brown,2,8,1767,dispur,1,malayalam,yes,6,12,soft,no,no,indoor,fluffy,yes
married,45,female,3,traveling,yes,735697,red,4,10,2573,gangtok,6,kannada,yes,2,19,soft,yes,no,augmented,hard,not so often
divorced,29,male,2,volunteering,no,131480,green,3,1,2672,lucknow,15,malayalam,yes,8,1,soft,no,yes,augmented,matte,no
married,30,female,2,cooking,no,754169,blue,1,5,521,kolkata,29,bengali,yes,17,20,folk,no,no,outdoor,matte,yes
widow,60,male,2,sports,yes,6941819,yellow,2,10,1219,dehradun,14,telugu,yes,13,12,metallic,no,yes,virtual,silky,yes
divorced,18,female,2,singing,no,8017090,green,1,4,921,chennai,4,telugu,yes,18,10,mashups,yes,no,augmented,silky,not so often
unmarried,52,male,2,cooking,yes,310904,brown,3,5,396,raipur,1,punjabi,yes,20,33,cover,no,no,augmented,soft,yes
unmarried,36,male,3,volunteering,yes,7135245,black,2,9,3954,panaji,1,tamil,yes,14,21,pop,yes,yes,virtual,fluffy,not so often
married,19,female,3,dancing,yes,5330846,white,7,4,768,dispur,1,malayalam,no,12,1,soft,yes,yes,outdoor,silky,no
married,67,female,1,reading,yes,212243,red,4,10,1767,bangalore,5,telugu,yes,1,14,hiphop,no,no,virtual,fluffy,not so often
married,17,male,1,singing,yes,5007892,purple,3,0,1902,bangalore,10,punjabi,yes,6,12,pop,no,no,augmented,matte,not so often
divorced,19,female,4,traveling,no,329840,red,7,8,1987,kohima,1,malayalam,no,7,7,rock,no,no,outdoor,silky,yes
married,19,female,3,watching,yes,8017090,grey,2,4,921,hyderbad,1,kannada,yes,12,19,mashups,no,yes,virtual,soft,no
unmarried,41,male,3,watching,yes,1460818,red,2,10,370,delhi,10,kannada,yes,12,12,romantic,no,yes,augmented,matte,yes
married,11,female,1,acting,no,6683746,purple,1,1,1503,patna,9,bengali,yes,12,3,metallic,yes,no,indoor,fluffy,yes
unmarried,30,female,1,volunteering,yes,584486,brown,3,4,2831,khammam,21,bengali,no,14,9,cover,yes,no,outdoor,matte,not so often
married,36,unspecified,1,reading,no,6683746,purple,4,10,2672,vijayawada,13,malayalam,yes,14,3,romantic,no,no,virtual,fluffy,yes
married,26,male,3,singing,yes,8596595,white,1,5,2551,hyderbad,23,telugu,yes,6,9,rock,yes,yes,outdoor,hard,not so often
married,19,female,2,cooking,yes,910711,white,7,4,486,chandigarh,7,marathi,no,10,11,pop,yes,no,outdoor,fluffy,no
divorced,11,female,2,volunteering,yes,1460818,yellow,1,10,2048,kohima,20,malayalam,yes,17,40,mashups,yes,yes,augmented,soft,no
divorced,45,male,1,sports,yes,967908,black,2,6,1542,panaji,14,kannada,yes,7,27,soft,yes,no,indoor,matte,no
married,25,male,3,singing,no,1795936,black,2,9,1682,bangalore,18,marathi,no,7,19,mashups,no,no,augmented,hard,yes
married,35,male,2,cooking,no,754169,red,2,0,337,jaipur,20,telugu,yes,21,28,soft,no,no,outdoor,silky,not so often
married,6,male,1,sports,yes,8543553,white,2,8,3749,lucknow,6,punjabi,no,14,21,hiphop,yes,yes,virtual,hard,not so often
married,52,male,4,cooking,no,5330846,white,2,12,884,jaipur,15,malayalam,yes,17,4,cover,yes,yes,indoor,silky,yes
unmarried,47,male,1,acting,yes,3046609,orange,4,10,1902,bangalore,1,tamil,yes,22,8,mashups,no,no,indoor,silky,yes
married,19,female,2,watching,no,2753719,pink,1,8,1166,bhubaneswar,18,tamil,yes,7,10,metallic,yes,no,indoor,matte,no
divorced,25,male,3,reading,no,2338408,green,2,7,1516,chandigarh,14,hindi,yes,15,28,soft,no,yes,virtual,matte,no
unmarried,20,male,2,sports,no,862365,orange,2,0,1219,chennai,10,tamil,yes,8,31,mashups,no,no,indoor,hard,not so often
married,51,female,3,cooking,yes,150237,yellow,2,5,337,itanagar,21,hindi,yes,2,17,pop,no,no,outdoor,silky,no
divorced,24,female,4,singing,no,9258371,purple,1,8,1130,panaji,28,tamil,yes,22,31,soft,yes,yes,indoor,fluffy,yes
married,36,female,2,singing,no,588503,blue,1,8,521,khammam,1,bengali,yes,15,8,hiphop,no,yes,virtual,fluffy,yes
unmarried,13,male,2,reading,yes,5381784,brown,2,11,3979,imphal,6,kannada,yes,20,10,pop,yes,yes,virtual,fluffy,yes
married,39,male,1,dancing,yes,1164430,red,2,0,2334,patna,10,malayalam,no,17,18,hiphop,yes,no,virtual,silky,yes
married,21,male,3,acting,no,428343,blue,4,4,1542,mumbai,7,telugu,yes,14,11,pop,yes,no,augmented,hard,yes
divorced,34,female,3,acting,yes,862365,yellow,2,4,1355,imphal,3,bengali,yes,16,5,rock,no,no,virtual,hard,yes
married,56,female,3,volunteering,yes,938438,grey,2,8,3979,chandigarh,15,marathi,no,16,20,pop,no,no,indoor,fluffy,yes
married,55,male,1,reading,no,336197,orange,4,10,2733,bhubaneswar,5,telugu,no,21,1,hiphop,no,yes,augmented,hard,no
married,55,male,3,volunteering,yes,584486,blue,2,8,263,shillong,10,marathi,yes,14,10,mashups,yes,no,outdoor,soft,not so often
